state,city,cases,solve,rate
Texas,Matagorda,126,102,0.8095238095238095
Texas,Medina,98,81,0.826530612244898
Texas,Midland,259,238,0.918918918918919
Texas,Milam,51,48,0.9411764705882353
Texas,Mitchell,82,74,0.9024390243902439
Texas,Montague,33,28,0.8484848484848485
Texas,Montgomery,5035,3910,0.7765640516385303
Texas,Moore,196,176,0.8979591836734694
Texas,Morris,214,177,0.8271028037383178
Texas,Nacogdoches,131,121,0.9236641221374046
Texas,Navarro,106,91,0.8584905660377359
Texas,Newton,306,263,0.8594771241830066
Texas,Nolan,33,33,1
Texas,Nueces,965,811,0.8404145077720208
Texas,Ochiltree,9,9,1
Texas,Orange,6771,4831,0.7134839757790578
Texas,Palo Pinto,62,52,0.8387096774193549
Texas,Panola,95,84,0.8842105263157894
Texas,Parker,106,73,0.6886792452830188
Texas,Pecos,41,38,0.926829268292683
Texas,Polk,1818,1473,0.8102310231023102
Texas,Potter,605,518,0.856198347107438
Texas,Presidio,22,15,0.6818181818181818
Texas,Rains,24,17,0.7083333333333334
Texas,Randall,30,27,0.9
Texas,Reagan,4,4,1
Texas,Reeves,40,35,0.875
Texas,Rockwall,28,19,0.6785714285714286
Texas,Runnels,15,12,0.8
Texas,Rusk,148,125,0.8445945945945946
Texas,San Augustine,29,27,0.9310344827586207
Texas,San Jacinto,46,40,0.8695652173913043
Texas,San Saba,20,16,0.8
Texas,Shackelford,8,8,1
Texas,Shelby,5900,4980,0.8440677966101695
Texas,Smith,502,416,0.8286852589641435
Texas,Starr,183,118,0.644808743169399
Texas,Stephens,129,116,0.8992248062015504
Texas,Tarrant,4350,3313,0.7616091954022989
Texas,Taylor,391,328,0.8388746803069054
Texas,Terry,30,26,0.8666666666666667
Texas,Titus,75,63,0.84
Texas,Tom Green,187,162,0.8663101604278075
Texas,Travis,1511,1297,0.8583719391131701
Texas,Trinity,85,71,0.8352941176470589
Texas,Tyler,50,49,0.98
Texas,Upshur,98,88,0.8979591836734694
Texas,Upton,12,11,0.9166666666666666
Texas,Uvalde,58,56,0.9655172413793104
Texas,Val Verde,59,49,0.8305084745762712
Texas,Van Zandt,86,74,0.8604651162790697
Texas,Victoria,217,177,0.815668202764977
Texas,Walker,236,201,0.8516949152542372
Texas,Waller,90,74,0.8222222222222222
Texas,Ward,64,56,0.875
Texas,Washington,2302,2008,0.8722849695916595
Texas,Webb,533,379,0.7110694183864915
Texas,Wharton,100,88,0.88
Texas,Wichita,376,317,0.8430851063829787
Texas,Wilbarger,31,28,0.9032258064516129
Texas,Williamson,244,208,0.8524590163934426
Texas,Wilson,380,315,0.8289473684210527
Texas,Winkler,16,16,1
Texas,Wise,100,91,0.91
Texas,Wood,214,175,0.8177570093457944
Texas,Archer,13,11,0.8461538461538461
Texas,Bailey,17,16,0.9411764705882353
Texas,Blanco,15,14,0.9333333333333333
Texas,Burnet,37,33,0.8918918918918919
Texas,Callahan,16,15,0.9375
Texas,Clay,486,408,0.8395061728395061
Texas,Coke,4,3,0.75
Texas,Comanche,319,273,0.8557993730407524
Texas,Concho,5,5,1
Texas,Cottle,3,3,1
Texas,Crane,5,5,1
Texas,Dallam,17,17,1
Texas,De Witt,25,21,0.84
Texas,Freestone,39,31,0.7948717948717948
Texas,Frio,34,30,0.8823529411764706
Texas,Goliad,10,9,0.9
Texas,Irion,5,5,1
Texas,Jack,12,11,0.9166666666666666
Texas,Karnes,18,16,0.8888888888888888
Texas,Knox,1196,961,0.8035117056856187
Texas,Lamb,35,34,0.9714285714285714
Texas,Llano,20,19,0.95
Texas,Lynn,13,10,0.7692307692307693
Texas,Maverick,49,35,0.7142857142857143
Texas,Mills,9,9,1
Texas,Oldham,37,20,0.5405405405405406
Texas,Parmer,11,11,1
Texas,Red River,52,42,0.8076923076923077
Texas,Roberts,5,5,1
Texas,Robertson,170,151,0.888235294117647
Texas,Sabine,58,52,0.896551724137931
Texas,Scurry,31,26,0.8387096774193549
Texas,Stonewall,4,4,1
Texas,Sutton,9,8,0.8888888888888888
Texas,Swisher,18,16,0.8888888888888888
Texas,Terrell,37,32,0.8648648648648649
Texas,Willacy,40,36,0.9
Texas,Young,26,25,0.9615384615384616
Texas,Zapata,17,15,0.8823529411764706
Texas,Zavala,38,35,0.9210526315789473
Texas,Baylor,10,7,0.7
Texas,Crockett,42,34,0.8095238095238095
Texas,Culberson,15,13,0.8666666666666667
Texas,Dawson,78,71,0.9102564102564102
Texas,Edwards,16,14,0.875
Texas,Hall,241,205,0.8506224066390041
Texas,Hamilton,3019,2226,0.7373302418019212
Texas,Hockley,29,27,0.9310344827586207
Texas,Jim Hogg,4,4,1
Texas,Kenedy,3,1,0.3333333333333333
Texas,Kimble,9,7,0.7777777777777778
Texas,Lavaca,33,29,0.8787878787878788
Texas,Lipscomb,2,2,1
Texas,McCulloch,11,10,0.9090909090909091
Texas,Martin,265,210,0.7924528301886793
Texas,Mason,151,136,0.9006622516556292
Texas,Throckmorton,7,7,1
Texas,Wheeler,22,18,0.8181818181818182
Texas,Carson,12,9,0.75
Texas,Deaf Smith,23,21,0.9130434782608695
Texas,Dickens,6,6,1
Texas,Haskell,35,30,0.8571428571428571
Texas,Jeff Davis,31,27,0.8709677419354839
Texas,Menard,7,6,0.8571428571428571
Texas,Refugio,7,6,0.8571428571428571
Texas,Yoakum,8,8,1
Texas,Hansford,3,3,1
Texas,Hardeman,69,63,0.9130434782608695
Texas,Kent,1085,837,0.7714285714285715
Texas,Kinney,5,4,0.8
Texas,Somervell,7,5,0.7142857142857143
Texas,Real,12,9,0.75
Texas,Schleicher,3,2,0.6666666666666666
Texas,Delta,46,39,0.8478260869565217
Texas,Motley,4,4,1
Texas,Glasscock,2,0,0
Texas,McMullen,2,1,0.5
Texas,Armstrong,33,31,0.9393939393939394
Texas,Briscoe,3,3,1
Texas,Sherman,16,11,0.6875
Texas,Foard,1,1,1
Texas,Hartley,3,2,0.6666666666666666
Texas,Borden,2,1,0.5
Texas,Collingsworth,3,2,0.6666666666666666
Utah,Beaver,183,157,0.8579234972677595
Utah,Carbon,125,122,0.976
Utah,Davis,114,108,0.9473684210526315
Utah,Grand,29,25,0.8620689655172413
Utah,Iron,61,53,0.8688524590163934
Utah,Salt Lake,1157,958,0.8280034572169404
Utah,Sevier,115,105,0.9130434782608695
Utah,Tooele,45,38,0.8444444444444444
Utah,Uintah,34,33,0.9705882352941176
Utah,Washington,2302,2008,0.8722849695916595
Utah,Weber,221,198,0.8959276018099548
Utah,Box Elder,24,22,0.9166666666666666
Utah,Cache,22,20,0.9090909090909091
Utah,Emery,10,9,0.9
Utah,Morgan,328,271,0.8262195121951219
Utah,San Juan,226,193,0.8539823008849557
Utah,Utah,154,140,0.9090909090909091
Utah,Daggett,4,4,1
Utah,Wasatch,10,6,0.6
Utah,Rich,1,1,1
Utah,Summit,847,677,0.7992916174734357
Utah,Duchesne,16,16,1
Utah,Millard,13,13,1
Utah,Sanpete,9,8,0.8888888888888888
Utah,Piute,1,1,1
Utah,Kane,240,168,0.7
Utah,Juab,2,1,0.5
Utah,Wayne,19904,12679,0.6370076366559485
Virginia,Accomack,80,68,0.85
Virginia,Albemarle,86,83,0.9651162790697675
Virginia,Alleghany,31,31,1
Virginia,Amelia,19,15,0.7894736842105263
Virginia,Amherst,52,45,0.8653846153846154
Virginia,Appomattox,25,24,0.96
Virginia,Arlington,180,162,0.9
Virginia,Augusta,85,81,0.9529411764705882
Virginia,Bath,22,19,0.8636363636363636
Virginia,Bedford,160,144,0.9
Virginia,Bland,12,7,0.5833333333333334
Virginia,Botetourt,39,34,0.8717948717948718
Virginia,Brunswick,180,156,0.8666666666666667
Virginia,Buchanan,190,171,0.9
Virginia,Buckingham,38,34,0.8947368421052632
Virginia,Campbell,249,223,0.8955823293172691
Virginia,Carroll,398,357,0.8969849246231156
Virginia,Charlotte,116,100,0.8620689655172413
Virginia,Chesterfield,441,383,0.8684807256235828
Virginia,Culpeper,41,30,0.7317073170731707
Virginia,Cumberland,1793,1383,0.7713329615170106
Virginia,Dickenson,54,53,0.9814814814814815
Virginia,Dinwiddie,94,73,0.776595744680851
Virginia,Essex,5329,2889,0.5421279789829236
Virginia,Fairfax,547,417,0.7623400365630713
Virginia,Fauquier,64,54,0.84375
Virginia,Fluvanna,25,22,0.88
Virginia,Franklin,4793,3387,0.7066555393281869
Virginia,Frederick,213,174,0.8169014084507042
Virginia,Gloucester,221,181,0.8190045248868778
Virginia,Greene,793,687,0.8663303909205549
Virginia,Greensville,26,15,0.5769230769230769
Virginia,Emporia,27,27,1
Virginia,Halifax,371,312,0.8409703504043127
Virginia,Hanover,93,83,0.8924731182795699
Virginia,Henrico,478,377,0.7887029288702929
Virginia,Henry,548,483,0.8813868613138686
Virginia,Isle of Wight,50,42,0.84
Virginia,James City,57,47,0.8245614035087719
Virginia,King George,31,26,0.8387096774193549
Virginia,Lee,1751,1405,0.8023986293546544
Virginia,Loudoun,88,70,0.7954545454545454
Virginia,Louisa,54,52,0.9629629629629629
Virginia,Madison,1713,1426,0.8324576765907764
Virginia,Mathews,15,13,0.8666666666666667
Virginia,Mecklenburg,2758,2004,0.7266134880348079
Virginia,Montgomery,5035,3910,0.7765640516385303
Virginia,Northampton,360,284,0.7888888888888889
Virginia,Northumberland,69,56,0.8115942028985508
Virginia,Nottoway,39,34,0.8717948717948718
Virginia,Orange,6771,4831,0.7134839757790578
Virginia,Patrick,30,29,0.9666666666666667
Virginia,Pittsylvania,140,122,0.8714285714285714
Virginia,Prince Edward,64,57,0.890625
Virginia,Manassas,44,41,0.9318181818181818
Virginia,Prince William,269,244,0.9070631970260223
Virginia,Pulaski,2352,1838,0.7814625850340136
Virginia,Rappahannock,9,9,1
Virginia,Roanoke,472,397,0.8411016949152542
Virginia,Salem,103,90,0.8737864077669902
Virginia,Rockbridge,23,22,0.9565217391304348
Virginia,Rockingham,375,316,0.8426666666666667
Virginia,Russell,205,174,0.848780487804878
Virginia,Smyth,70,60,0.8571428571428571
Virginia,Spotsylvania,84,76,0.9047619047619048
Virginia,Stafford,87,80,0.9195402298850575
Virginia,Tazewell,97,89,0.9175257731958762
Virginia,Warren,716,613,0.8561452513966481
Virginia,Washington,2302,2008,0.8722849695916595
Virginia,Westmoreland,306,268,0.8758169934640523
Virginia,Wise,100,91,0.91
Virginia,Wythe,32,30,0.9375
Virginia,York,925,780,0.8432432432432433
Virginia,Poquoson,8,8,1
Virginia,Alexandria,196,165,0.8418367346938775
Virginia,Bristol,423,343,0.8108747044917257
Virginia,Buena Vista,20,18,0.9
Virginia,Charlottesville,112,98,0.875
Virginia,Chesapeake,365,283,0.7753424657534247
Virginia,Colonial Heights,21,20,0.9523809523809523
Virginia,Danville,206,150,0.7281553398058253
Virginia,Falls Church,12,8,0.6666666666666666
Virginia,Fredericksburg,48,39,0.8125
Virginia,Hampton,438,379,0.865296803652968
Virginia,Hopewell,77,61,0.7922077922077922
Virginia,Lynchburg,196,177,0.9030612244897959
Virginia,Martinsville,90,77,0.8555555555555555
Virginia,Newport News,742,614,0.8274932614555256
Virginia,Norfolk,1835,1493,0.8136239782016349
Virginia,Petersburg,255,219,0.8588235294117647
Virginia,Portsmouth,661,415,0.6278366111951589
Virginia,Richmond,3976,2395,0.602364185110664
Virginia,Suffolk,3953,2024,0.5120161902352643
Virginia,Virginia Beach,634,560,0.8832807570977917
Virginia,Waynesboro,33,30,0.9090909090909091
Virginia,Williamsburg,165,144,0.8727272727272727
Virginia,Winchester,24,22,0.9166666666666666
Virginia,Caroline,90,80,0.8888888888888888
Virginia,Giles,70,64,0.9142857142857143
Virginia,King William,12,11,0.9166666666666666
Virginia,Lancaster,756,651,0.8611111111111112
Virginia,Lunenburg,30,28,0.9333333333333333
Virginia,New Kent,24,19,0.7916666666666666
Virginia,Page,32,29,0.90625
Virginia,Prince George,35,29,0.8285714285714286
Virginia,Manassas Park,7,6,0.8571428571428571
Virginia,Southampton,53,45,0.8490566037735849
Virginia,Sussex,268,237,0.8843283582089553
Virginia,Repressed,92,74,0.8043478260869565
Virginia,Clifton Forge,3,3,1
Virginia,Harrisonburg,38,34,0.8947368421052632
Virginia,Norton,11,7,0.6363636363636364
Virginia,Craig,48,42,0.875
Virginia,Goochland,35,28,0.8
Virginia,Grayson,247,204,0.8259109311740891
Virginia,Scott,435,400,0.9195402298850575
Virginia,Galax,21,20,0.9523809523809523
Virginia,Charles City,13,13,1
Virginia,Floyd,359,319,0.8885793871866295
Virginia,King and Queen,12,8,0.6666666666666666
Virginia,Nelson,61,48,0.7868852459016393
Virginia,Surry,123,112,0.9105691056910569
Virginia,Radford,10,10,1
Virginia,Staunton,26,23,0.8846153846153846
Virginia,Middlesex,1205,957,0.7941908713692946
Virginia,Lexington,395,371,0.9392405063291139
Virginia,Shenandoah,28,26,0.9285714285714286
Virginia,Covington,99,94,0.9494949494949495
Virginia,Clarke,312,255,0.8173076923076923
Virginia,Highland,19,18,0.9473684210526315
Virginia,Powhatan,26,23,0.8846153846153846
Vermont,Lamoille,18,16,0.8888888888888888
Vermont,Orleans,7903,3981,0.503732759711502
Vermont,Washington,2302,2008,0.8722849695916595
Vermont,Windham,40,37,0.925
Vermont,Chittenden,72,65,0.9027777777777778
Vermont,Bennington,25,24,0.96
Vermont,Franklin,4793,3387,0.7066555393281869
Vermont,Rutland,27,24,0.8888888888888888
Vermont,Windsor,21,18,0.8571428571428571
Vermont,Caledonia,23,21,0.9130434782608695
Vermont,Addison,34,32,0.9411764705882353
Vermont,Orange,6771,4831,0.7134839757790578
Vermont,Essex,5329,2889,0.5421279789829236
Vermont,Grand Isle,7,6,0.8571428571428571
Washington,Adams,774,667,0.8617571059431525
Washington,Benton,353,310,0.8781869688385269
Washington,Chelan,91,84,0.9230769230769231
Washington,Clallam,63,61,0.9682539682539683
Washington,Clark,5211,3480,0.667818077144502
Washington,Columbia,416,359,0.8629807692307693
Washington,Cowlitz,108,93,0.8611111111111112
Washington,Douglas,1087,865,0.795768169273229
Washington,Ferry,17,15,0.8823529411764706
Washington,Franklin,4793,3387,0.7066555393281869
Washington,Grant,370,319,0.8621621621621621
Washington,Grays Harbor,107,99,0.9252336448598131
Washington,Island,31,27,0.8709677419354839
Washington,Jefferson,9573,7211,0.7532643894286013
Washington,King,2723,1908,0.7006977598237238
Washington,Klickitat,25,21,0.84
Washington,Lewis,162,139,0.8580246913580247
Washington,Mason,151,136,0.9006622516556292
Washington,Okanogan,64,59,0.921875
Washington,Pierce,1344,1067,0.7938988095238095
Washington,Skagit,103,91,0.883495145631068
Washington,Skamania,21,19,0.9047619047619048
Washington,Snohomish,419,346,0.8257756563245824
Washington,Spokane,614,473,0.7703583061889251
Washington,Stevens,56,55,0.9821428571428571
Washington,Thurston,157,141,0.8980891719745223
Washington,Walla Walla,46,43,0.9347826086956522
Washington,Whatcom,132,111,0.8409090909090909
Washington,Yakima,528,416,0.7878787878787878
Washington,Kitsap,171,141,0.8245614035087719
Washington,Pacific,21,19,0.9047619047619048
Washington,Wahkiakum,5,5,1
Washington,Whitman,15,12,0.8
Washington,Asotin,17,16,0.9411764705882353
Washington,Kittitas,20,14,0.7
Washington,San Juan,226,193,0.8539823008849557
Washington,Pend Oreille,19,16,0.8421052631578947
Washington,Garfield,132,113,0.8560606060606061
Washington,Lincoln,637,533,0.8367346938775511
Wisconsin,Adams,774,667,0.8617571059431525
Wisconsin,Ashland,36,32,0.8888888888888888
Wisconsin,Brown,236,207,0.8771186440677966
Wisconsin,Burnett,10,10,1
Wisconsin,Calumet,8,8,1
Wisconsin,Chippewa,54,40,0.7407407407407407
Wisconsin,Columbia,416,359,0.8629807692307693
Wisconsin,Dane,253,220,0.8695652173913043
Wisconsin,Douglas,1087,865,0.795768169273229
Wisconsin,Dunn,12,12,1
Wisconsin,Eau Claire,42,37,0.8809523809523809
Wisconsin,Fond du Lac,38,36,0.9473684210526315
Wisconsin,Grant,370,319,0.8621621621621621
Wisconsin,Green Lake,9,9,1
Wisconsin,Iron,61,53,0.8688524590163934
Wisconsin,Jefferson,9573,7211,0.7532643894286013
Wisconsin,Kenosha,156,134,0.8589743589743589
Wisconsin,Langlade,9,8,0.8888888888888888
Wisconsin,Manitowoc,35,33,0.9428571428571428
Wisconsin,Marathon,56,48,0.8571428571428571
Wisconsin,Marinette,27,26,0.9629629629629629
Wisconsin,Milwaukee,3808,3052,0.8014705882352942
Wisconsin,Monroe,2447,1695,0.6926849203105844
Wisconsin,Oneida,305,219,0.7180327868852459
Wisconsin,Outagamie,57,51,0.8947368421052632
Wisconsin,Ozaukee,22,16,0.7272727272727273
Wisconsin,Pierce,1344,1067,0.7938988095238095
Wisconsin,Polk,1818,1473,0.8102310231023102
Wisconsin,Racine,279,214,0.7670250896057348
Wisconsin,Richland,1338,1194,0.8923766816143498
Wisconsin,Rock,127,102,0.8031496062992126
Wisconsin,Shawano,15,15,1
Wisconsin,Sheboygan,37,34,0.918918918918919
Wisconsin,Vernon,159,138,0.8679245283018868
Wisconsin,Walworth,62,59,0.9516129032258065
Wisconsin,Waukesha,86,77,0.8953488372093024
Wisconsin,Waupaca,21,18,0.8571428571428571
Wisconsin,Winnebago,477,369,0.7735849056603774
Wisconsin,Repressed,92,74,0.8043478260869565
Wisconsin,Barron,23,21,0.9130434782608695
Wisconsin,Clark,5211,3480,0.667818077144502
Wisconsin,Dodge,79,73,0.9240506329113924
Wisconsin,Door,12,12,1
Wisconsin,Forest,29,29,1
Wisconsin,Green,15,13,0.8666666666666667
Wisconsin,Iowa,20,16,0.8
Wisconsin,Juneau,695,582,0.837410071942446
Wisconsin,Kewaunee,10,8,0.8
Wisconsin,La Crosse,49,42,0.8571428571428571
Wisconsin,Oconto,26,23,0.8846153846153846
Wisconsin,St. Croix,24,21,0.875
Wisconsin,Sawyer,22,20,0.9090909090909091
Wisconsin,Washington,2302,2008,0.8722849695916595
Wisconsin,Bayfield,12,10,0.8333333333333334
Wisconsin,Marquette,39,33,0.8461538461538461
Wisconsin,Portage,100,88,0.88
Wisconsin,Sauk,31,30,0.967741935483871
Wisconsin,Vilas,18,18,1
Wisconsin,Washburn,13,12,0.9230769230769231
Wisconsin,Jackson,5564,3941,0.7083033788641265
Wisconsin,Lafayette,572,489,0.8548951048951049
Wisconsin,Lincoln,637,533,0.8367346938775511
Wisconsin,Taylor,391,328,0.8388746803069054
Wisconsin,Trempealeau,10,9,0.9
Wisconsin,Florence,410,359,0.875609756097561
Wisconsin,Rusk,148,125,0.8445945945945946
Wisconsin,Waushara,9,5,0.5555555555555556
Wisconsin,Wood,214,175,0.8177570093457944
Wisconsin,Buffalo,23,20,0.8695652173913043
Wisconsin,Crawford,264,235,0.8901515151515151
Wisconsin,Price,11,11,1
Wisconsin,Menominee,30,30,1
Wisconsin,Pepin,3,3,1
West Virginia,Berkeley,435,385,0.8850574712643678
West Virginia,Boone,304,266,0.875
West Virginia,Braxton,18,18,1
West Virginia,Cabell,193,157,0.8134715025906736
West Virginia,Calhoun,825,680,0.8242424242424242
West Virginia,Clay,486,408,0.8395061728395061
West Virginia,Fayette,1024,817,0.7978515625
West Virginia,Grant,370,319,0.8621621621621621
West Virginia,Greenbrier,40,36,0.9
West Virginia,Hancock,162,136,0.8395061728395061
West Virginia,Harrison,832,711,0.8545673076923077
West Virginia,Jefferson,9573,7211,0.7532643894286013
West Virginia,Kanawha,502,416,0.8286852589641435
West Virginia,Lincoln,637,533,0.8367346938775511
West Virginia,Logan,248,228,0.9193548387096774
West Virginia,McDowell,205,199,0.9707317073170731
West Virginia,Marion,5241,3839,0.732493798893341
West Virginia,Marshall,297,264,0.8888888888888888
West Virginia,Mason,151,136,0.9006622516556292
West Virginia,Mercer,1159,836,0.7213114754098361
West Virginia,Mingo,99,92,0.9292929292929293
West Virginia,Monongalia,71,64,0.9014084507042254
West Virginia,Nicholas,39,37,0.9487179487179487
West Virginia,Ohio,86,72,0.8372093023255814
West Virginia,Pocahontas,27,24,0.8888888888888888
West Virginia,Putnam,383,312,0.814621409921671
West Virginia,Raleigh,200,185,0.925
West Virginia,Randolph,341,298,0.873900293255132
West Virginia,Ritchie,28,25,0.8928571428571429
West Virginia,Roane,101,94,0.9306930693069307
West Virginia,Summers,26,23,0.8846153846153846
West Virginia,Upshur,98,88,0.8979591836734694
West Virginia,Wayne,19904,12679,0.6370076366559485
West Virginia,Webster,216,200,0.9259259259259259
West Virginia,Wirt,4,4,1
West Virginia,Wood,214,175,0.8177570093457944
West Virginia,Wyoming,102,89,0.8725490196078431
West Virginia,Brooke,14,13,0.9285714285714286
West Virginia,Hardy,28,27,0.9642857142857143
West Virginia,Jackson,5564,3941,0.7083033788641265
West Virginia,Mineral,42,40,0.9523809523809523
West Virginia,Preston,23,19,0.8260869565217391
West Virginia,Taylor,391,328,0.8388746803069054
West Virginia,Barbour,73,55,0.7534246575342466
West Virginia,Doddridge,8,7,0.875
West Virginia,Gilmer,20,19,0.95
West Virginia,Hampshire,82,75,0.9146341463414634
West Virginia,Monroe,2447,1695,0.6926849203105844
West Virginia,Morgan,328,271,0.8262195121951219
West Virginia,Tucker,9,7,0.7777777777777778
West Virginia,Wetzel,15,13,0.8666666666666667
West Virginia,Lewis,162,139,0.8580246913580247
West Virginia,Pleasants,9,9,1
West Virginia,Tyler,50,49,0.98
West Virginia,Pendleton,12,12,1
Wyoming,Albany,354,273,0.7711864406779662
Wyoming,Campbell,249,223,0.8955823293172691
Wyoming,Carbon,125,122,0.976
Wyoming,Converse,16,14,0.875
Wyoming,Crook,22,20,0.9090909090909091
Wyoming,Fremont,101,85,0.8415841584158416
Wyoming,Laramie,89,82,0.9213483146067416
Wyoming,Lincoln,637,533,0.8367346938775511
Wyoming,Natrona,97,85,0.8762886597938144
Wyoming,Park,52,45,0.8653846153846154
Wyoming,Platte,68,59,0.8676470588235294
Wyoming,Sublette,18,14,0.7777777777777778
Wyoming,Sweetwater,76,68,0.8947368421052632
Wyoming,Weston,7,6,0.8571428571428571
Wyoming,Big Horn,22,19,0.8636363636363636
Wyoming,Goshen,8,8,1
Wyoming,Hot Springs,13,13,1
Wyoming,Johnson,542,459,0.8468634686346863
Wyoming,Niobrara,3,3,1
Wyoming,Uinta,28,24,0.8571428571428571
Wyoming,Washakie,9,9,1
Wyoming,Sheridan,33,30,0.9090909090909091
Wyoming,Teton,15,13,0.8666666666666667
